# channel,epoch_s,x_m,y_m,z_m
nav,1700000188.400,43.589,-31.699,-1473.981
nav,1700000188.500,42.914,-32.975,-1473.906
nav,1700000188.600,42.804,-31.916,-1473.583
nav,1700000188.700,42.722,-32.132,-1473.662
nav,1700000188.800,42.901,-32.048,-1473.678
nav,1700000188.900,42.107,-32.323,-1473.608
nav,1700000189.000,41.722,-31.807,-1473.888
nav,1700000189.100,41.648,-32.164,-1474.188
nav,1700000189.200,40.777,-31.809,-1473.850
nav,1700000189.300,41.825,-32.266,-1473.051
nav,1700000189.400,41.010,-32.438,-1474.527
nav,1700000189.500,40.133,-31.234,-1473.377
nav,1700000189.600,41.100,-32.448,-1473.188
nav,1700000189.700,40.424,-32.135,-1473.407
nav,1700000189.800,40.729,-30.899,-1474.033
nav,1700000189.900,40.001,-32.306,-1475.113
nav,1700000190.000,39.861,-31.428,-1473.921
nav,1700000190.100,39.810,-32.497,-1474.139
nav,1700000190.200,40.106,-31.785,-1474.200
nav,1700000190.300,39.002,-31.566,-1475.881
nav,1700000190.400,39.391,-30.715,-1475.100
nav,1700000190.500,38.879,-32.004,-1474.609
nav,1700000190.600,39.318,-31.764,-1474.332
nav,1700000190.700,38.999,-31.992,-1472.850
nav,1700000190.800,38.476,-31.902,-1475.326
nav,1700000190.900,37.928,-31.426,-1475.169
nav,1700000191.000,36.921,-31.984,-1473.847
nav,1700000191.100,37.821,-32.168,-1475.492
nav,1700000191.200,37.826,-31.669,-1475.485
nav,1700000191.300,37.967,-31.617,-1474.058
nav,1700000191.400,37.492,-31.673,-1474.395
nav,1700000191.500,37.434,-32.909,-1475.436
nav,1700000191.600,36.432,-32.065,-1474.522
nav,1700000191.700,36.762,-31.441,-1474.172
nav,1700000191.800,35.964,-31.881,-1475.200
nav,1700000191.900,36.106,-31.839,-1476.511
nav,1700000192.000,37.206,-31.717,-1475.134
nav,1700000192.100,36.764,-32.174,-1474.800
nav,1700000192.200,35.356,-31.174,-1474.949
nav,1700000192.300,35.475,-31.398,-1474.634
nav,1700000192.400,35.173,-31.445,-1473.687
nav,1700000192.500,35.159,-31.942,-1474.900
nav,1700000192.600,35.455,-32.300,-1475.155
nav,1700000192.700,33.831,-32.592,-1475.304
nav,1700000192.800,34.372,-31.115,-1474.806
nav,1700000192.900,33.744,-32.364,-1474.416
nav,1700000193.000,34.563,-31.986,-1475.354
nav,1700000193.100,34.362,-32.497,-1474.966
nav,1700000193.200,34.736,-31.897,-1475.579
nav,1700000193.300,33.605,-32.235,-1475.918
nav,1700000193.400,33.551,-31.441,-1475.405
nav,1700000193.500,32.811,-32.481,-1475.353
nav,1700000193.600,32.519,-32.506,-1474.361
nav,1700000193.700,32.833,-31.714,-1474.894
nav,1700000193.800,32.786,-32.207,-1475.229
nav,1700000193.900,32.065,-31.781,-1475.223
nav,1700000194.000,31.809,-32.665,-1475.349
nav,1700000194.100,31.698,-32.945,-1475.197
nav,1700000194.200,32.083,-30.736,-1475.674
nav,1700000194.300,31.131,-32.555,-1475.403
nav,1700000194.400,31.301,-32.406,-1475.623
nav,1700000194.500,30.011,-31.537,-1475.949
nav,1700000194.600,30.783,-32.713,-1475.883
nav,1700000194.700,30.460,-32.006,-1475.380
nav,1700000194.800,31.120,-31.634,-1475.166
nav,1700000194.900,30.923,-31.715,-1475.693
nav,1700000195.000,30.505,-31.463,-1475.379
nav,1700000195.100,29.073,-32.421,-1475.868
nav,1700000195.200,29.990,-32.011,-1475.190
nav,1700000195.300,30.058,-31.400,-1475.183
nav,1700000195.400,28.682,-31.759,-1476.117
nav,1700000195.500,28.175,-32.144,-1475.178
nav,1700000195.600,29.030,-30.991,-1475.779
nav,1700000195.700,29.824,-31.911,-1475.884
nav,1700000195.800,27.760,-31.445,-1476.173
nav,1700000195.900,27.876,-31.359,-1475.370
nav,1700000196.000,28.566,-32.181,-1476.001
nav,1700000196.100,27.770,-31.609,-1475.226
nav,1700000196.200,27.784,-31.013,-1475.581
nav,1700000196.300,27.283,-31.586,-1475.203
nav,1700000196.400,28.199,-31.407,-1476.070
nav,1700000196.500,26.892,-31.712,-1475.272
nav,1700000196.600,27.017,-31.773,-1476.110
nav,1700000196.700,26.436,-32.081,-1476.094
nav,1700000196.800,27.259,-32.120,-1476.162
nav,1700000196.900,25.767,-31.642,-1475.531
nav,1700000197.000,26.812,-31.898,-1475.954
nav,1700000197.100,25.723,-31.736,-1476.110
nav,1700000197.200,25.629,-31.931,-1476.067
nav,1700000197.300,25.253,-32.121,-1475.465
nav,1700000197.400,26.555,-32.602,-1476.974
nav,1700000197.500,24.521,-32.052,-1475.922
nav,1700000197.600,25.096,-31.914,-1476.131
nav,1700000197.700,24.254,-32.122,-1476.431
nav,1700000197.800,23.608,-32.581,-1477.007
nav,1700000197.900,24.582,-31.877,-1476.167
nav,1700000198.000,23.080,-32.742,-1476.166
nav,1700000198.100,22.411,-31.388,-1477.434
nav,1700000198.200,24.022,-32.444,-1476.023
nav,1700000198.300,25.004,-33.137,-1476.225
nav,1700000198.400,22.296,-31.787,-1476.701
nav,1700000198.500,23.065,-32.456,-1476.232
nav,1700000198.600,22.076,-31.379,-1476.852
nav,1700000198.700,21.899,-31.203,-1476.706
nav,1700000198.800,23.354,-31.389,-1477.096
nav,1700000198.900,22.158,-31.939,-1475.958
nav,1700000199.000,22.219,-31.912,-1476.846
nav,1700000199.100,21.775,-31.348,-1476.768
nav,1700000199.200,21.403,-32.282,-1477.071
nav,1700000199.300,20.699,-32.375,-1476.069
nav,1700000199.400,21.097,-31.648,-1478.082
nav,1700000199.500,21.284,-32.081,-1477.107
nav,1700000199.600,20.890,-32.248,-1477.953
nav,1700000199.700,21.061,-31.878,-1477.071
nav,1700000199.800,19.917,-32.735,-1476.826
nav,1700000199.900,21.007,-31.898,-1477.653
nav,1700000200.000,20.113,-32.027,-1476.554
nav,1700000200.100,20.103,-33.493,-1476.736
nav,1700000200.200,19.098,-32.711,-1477.127
nav,1700000200.300,19.605,-32.820,-1476.704
nav,1700000200.400,19.582,-31.977,-1477.513
nav,1700000200.500,18.510,-31.487,-1477.858
nav,1700000200.600,19.332,-32.083,-1477.173
nav,1700000200.700,17.746,-32.073,-1476.842
nav,1700000200.800,17.732,-31.751,-1477.127
nav,1700000200.900,17.878,-31.573,-1478.295
nav,1700000201.000,18.173,-31.190,-1476.497
nav,1700000201.100,17.995,-32.151,-1477.557
nav,1700000201.200,17.449,-31.728,-1477.666
nav,1700000201.300,17.779,-30.933,-1477.316
nav,1700000201.400,16.528,-32.672,-1476.919
nav,1700000201.500,16.970,-31.562,-1477.596
nav,1700000201.600,17.215,-32.079,-1477.718
nav,1700000201.700,16.400,-32.599,-1476.379
nav,1700000201.800,16.352,-31.678,-1477.664
nav,1700000201.900,15.674,-32.117,-1476.867
nav,1700000202.000,15.740,-32.435,-1477.362
nav,1700000202.100,16.050,-31.179,-1477.284
nav,1700000202.200,15.922,-31.640,-1478.060
nav,1700000202.300,14.918,-32.542,-1478.171
nav,1700000202.400,15.598,-31.855,-1477.486
nav,1700000202.500,13.704,-30.972,-1477.995
nav,1700000202.600,15.826,-32.725,-1477.975
nav,1700000202.700,13.499,-31.819,-1478.141
nav,1700000202.800,13.864,-32.686,-1477.223
nav,1700000202.900,14.556,-31.094,-1477.975
nav,1700000203.000,14.109,-32.645,-1477.821
nav,1700000203.100,13.541,-31.768,-1477.166
nav,1700000203.200,14.096,-32.421,-1477.196
nav,1700000203.300,13.378,-32.162,-1478.070
nav,1700000203.400,12.920,-31.129,-1477.583
nav,1700000203.500,13.087,-32.131,-1476.534
nav,1700000203.600,13.453,-32.361,-1477.914
nav,1700000203.700,12.493,-31.927,-1478.149
nav,1700000203.800,12.619,-31.274,-1478.475
nav,1700000203.900,11.636,-32.242,-1478.057
nav,1700000204.000,12.999,-31.499,-1477.386
nav,1700000204.100,11.668,-32.143,-1478.604
nav,1700000204.200,11.991,-31.754,-1477.256
nav,1700000204.300,11.295,-32.071,-1477.833
nav,1700000204.400,11.646,-32.735,-1477.570
nav,1700000204.500,10.990,-32.529,-1479.000
nav,1700000204.600,10.732,-31.276,-1477.140
nav,1700000204.700,10.778,-31.019,-1478.018
nav,1700000204.800,10.877,-32.226,-1478.274
nav,1700000204.900,9.861,-33.030,-1477.392
nav,1700000205.000,9.679,-32.401,-1478.645
nav,1700000205.100,9.698,-31.118,-1477.027
nav,1700000205.200,8.770,-32.177,-1478.610
nav,1700000205.300,9.894,-31.857,-1478.430
nav,1700000205.400,9.236,-32.239,-1477.324
nav,1700000205.500,9.273,-31.665,-1479.483
nav,1700000205.600,8.767,-30.958,-1477.505
nav,1700000205.700,7.676,-32.157,-1478.787
nav,1700000205.800,9.256,-31.878,-1478.589
nav,1700000205.900,8.217,-33.304,-1478.766
nav,1700000206.000,8.018,-31.577,-1479.213
nav,1700000206.100,7.609,-31.495,-1478.986
nav,1700000206.200,7.715,-31.967,-1477.421
nav,1700000206.300,7.285,-32.086,-1477.869
nav,1700000206.400,6.537,-32.110,-1478.542
nav,1700000206.500,6.931,-31.576,-1478.055
nav,1700000206.600,6.426,-31.932,-1477.605
nav,1700000206.700,6.184,-31.927,-1478.464
nav,1700000206.800,6.368,-32.815,-1477.680
nav,1700000206.900,5.813,-31.487,-1478.713
nav,1700000207.000,5.687,-31.393,-1477.923
nav,1700000207.100,5.904,-31.619,-1478.582
nav,1700000207.200,5.596,-32.331,-1478.002
nav,1700000207.300,5.053,-31.257,-1478.630
nav,1700000207.400,5.210,-31.621,-1478.477
nav,1700000207.500,4.851,-32.015,-1478.059
nav,1700000207.600,4.469,-32.063,-1478.517
nav,1700000207.700,5.032,-32.050,-1477.635
nav,1700000207.800,4.322,-32.119,-1478.641
nav,1700000207.900,3.542,-32.518,-1478.838
nav,1700000208.000,4.568,-32.017,-1478.831
nav,1700000208.100,4.413,-31.224,-1477.978
nav,1700000208.200,3.173,-32.248,-1477.715
nav,1700000208.300,3.521,-32.134,-1478.279
nav,1700000208.400,3.704,-32.286,-1478.544
nav,1700000208.500,3.463,-32.580,-1478.664
nav,1700000208.600,2.243,-32.492,-1478.967
nav,1700000208.700,2.839,-32.161,-1479.026
nav,1700000208.800,2.426,-32.573,-1478.503
nav,1700000208.900,2.766,-32.040,-1478.834
nav,1700000209.000,2.187,-33.014,-1478.480
nav,1700000209.100,3.351,-32.061,-1478.823
nav,1700000209.200,1.972,-31.177,-1478.292
nav,1700000209.300,0.322,-31.718,-1477.509
nav,1700000209.400,1.511,-32.577,-1478.669
nav,1700000209.500,0.360,-31.384,-1479.303
nav,1700000209.600,0.837,-32.429,-1479.113
nav,1700000209.700,1.343,-31.948,-1479.134
nav,1700000209.800,-0.173,-32.936,-1479.495
nav,1700000209.900,0.256,-31.510,-1479.164
nav,1700000210.000,0.785,-32.359,-1479.018
nav,1700000210.100,-0.740,-31.505,-1477.865
nav,1700000210.200,-1.281,-32.173,-1478.295
nav,1700000210.300,-1.323,-31.717,-1478.331
nav,1700000210.400,-0.761,-31.725,-1478.076
nav,1700000210.500,-0.026,-32.031,-1479.237
nav,1700000210.600,-1.660,-31.512,-1479.670
nav,1700000210.700,-1.526,-31.949,-1479.250
nav,1700000210.800,-1.460,-30.718,-1479.073
nav,1700000210.900,-2.018,-31.492,-1478.906
nav,1700000211.000,-1.280,-31.918,-1479.164
nav,1700000211.100,-3.092,-32.810,-1479.971
nav,1700000211.200,-2.210,-32.681,-1478.439
nav,1700000211.300,-2.585,-32.122,-1479.502
nav,1700000211.400,-2.489,-32.402,-1479.586
nav,1700000211.500,-2.406,-31.823,-1479.224
nav,1700000211.600,-2.879,-31.996,-1478.928
nav,1700000211.700,-3.808,-30.965,-1479.423
nav,1700000211.800,-2.822,-32.094,-1478.742
nav,1700000211.900,-3.433,-31.427,-1479.579
nav,1700000212.000,-3.462,-31.077,-1479.301
nav,1700000212.100,-4.183,-32.262,-1479.357
nav,1700000212.200,-3.544,-32.502,-1479.667
nav,1700000212.300,-3.795,-31.688,-1478.149
nav,1700000212.400,-5.025,-31.937,-1479.551
nav,1700000212.500,-4.928,-32.887,-1478.891
nav,1700000212.600,-5.038,-32.029,-1479.441
nav,1700000212.700,-5.847,-31.636,-1479.843
nav,1700000212.800,-5.344,-30.963,-1478.527
nav,1700000212.900,-6.553,-32.268,-1479.071
nav,1700000213.000,-6.035,-32.700,-1479.100
nav,1700000213.100,-6.205,-31.043,-1479.431
nav,1700000213.200,-5.816,-32.634,-1479.830
nav,1700000213.300,-6.239,-31.458,-1479.807
nav,1700000213.400,-6.788,-32.691,-1479.430
nav,1700000213.500,-6.582,-32.217,-1479.475
nav,1700000213.600,-7.765,-32.324,-1478.483
nav,1700000213.700,-7.364,-32.501,-1479.530
nav,1700000213.800,-8.399,-32.507,-1478.704
nav,1700000213.900,-7.871,-31.055,-1479.442
nav,1700000214.000,-8.018,-31.680,-1480.742
nav,1700000214.100,-8.098,-32.024,-1478.673
nav,1700000214.200,-7.918,-32.567,-1478.806
nav,1700000214.300,-8.731,-32.452,-1479.339
nav,1700000214.400,-8.901,-31.231,-1479.277
nav,1700000214.500,-8.897,-31.550,-1478.912
nav,1700000214.600,-8.808,-31.290,-1479.164
nav,1700000214.700,-9.316,-31.380,-1479.524
nav,1700000214.800,-9.583,-31.139,-1478.678
nav,1700000214.900,-9.804,-32.227,-1478.767
nav,1700000215.000,-9.600,-31.842,-1479.669
nav,1700000215.100,-10.034,-32.011,-1479.850
nav,1700000215.200,-10.335,-31.867,-1479.715
nav,1700000215.300,-10.148,-31.356,-1479.052
nav,1700000215.400,-10.938,-31.622,-1479.508
nav,1700000215.500,-11.618,-31.664,-1479.483
nav,1700000215.600,-9.903,-31.271,-1479.210
nav,1700000215.700,-11.275,-31.918,-1480.076
nav,1700000215.800,-12.469,-32.436,-1479.607
nav,1700000215.900,-12.853,-32.272,-1479.716
nav,1700000216.000,-12.108,-32.331,-1479.772
nav,1700000216.100,-11.338,-31.669,-1479.890
nav,1700000216.200,-12.434,-32.014,-1480.003
nav,1700000216.300,-12.985,-31.495,-1479.837
nav,1700000216.400,-13.347,-32.022,-1479.577
nav,1700000216.500,-13.986,-32.020,-1479.210
nav,1700000216.600,-12.974,-30.885,-1479.027
nav,1700000216.700,-12.676,-30.600,-1479.282
nav,1700000216.800,-13.518,-31.513,-1479.949
nav,1700000216.900,-13.746,-32.324,-1479.478
nav,1700000217.000,-14.326,-32.343,-1479.478
nav,1700000217.100,-14.269,-32.964,-1480.420
nav,1700000217.200,-14.974,-32.441,-1479.493
nav,1700000217.300,-14.491,-31.467,-1479.332
nav,1700000217.400,-14.264,-31.696,-1479.611
nav,1700000217.500,-14.450,-31.540,-1479.535
nav,1700000217.600,-14.564,-33.173,-1479.876
nav,1700000217.700,-15.553,-31.424,-1478.952
nav,1700000217.800,-16.325,-31.294,-1480.330
nav,1700000217.900,-16.371,-32.117,-1479.911
nav,1700000218.000,-16.779,-31.675,-1479.419
nav,1700000218.100,-15.673,-32.217,-1479.785
nav,1700000218.200,-16.415,-31.156,-1481.189
nav,1700000218.300,-17.078,-31.997,-1480.322
nav,1700000218.400,-16.929,-32.063,-1480.114
nav,1700000218.500,-16.968,-31.686,-1479.910
nav,1700000218.600,-17.427,-32.083,-1479.802
nav,1700000218.700,-18.270,-31.769,-1480.030
nav,1700000218.800,-16.969,-31.704,-1479.226
nav,1700000218.900,-18.306,-32.186,-1480.438
nav,1700000219.000,-18.353,-31.374,-1479.079
nav,1700000219.100,-18.774,-32.229,-1479.867
nav,1700000219.200,-18.107,-32.880,-1480.636
nav,1700000219.300,-18.355,-32.975,-1480.063
nav,1700000219.400,-18.719,-31.792,-1479.916
nav,1700000219.500,-19.183,-31.578,-1479.708
nav,1700000219.600,-19.524,-31.981,-1479.665
nav,1700000219.700,-18.541,-31.607,-1479.254
nav,1700000219.800,-19.905,-32.262,-1479.984
nav,1700000219.900,-19.872,-32.504,-1479.239
nav,1700000220.000,-19.558,-32.153,-1479.556
nav,1700000220.100,-20.089,-31.640,-1480.554
nav,1700000220.200,-20.473,-32.029,-1479.575
nav,1700000220.300,-20.914,-33.250,-1480.432
nav,1700000220.400,-20.831,-31.968,-1479.054
nav,1700000220.500,-20.709,-31.959,-1479.916
nav,1700000220.600,-20.648,-32.295,-1479.975
nav,1700000220.700,-21.945,-31.291,-1479.713
nav,1700000220.800,-21.954,-32.057,-1479.658
nav,1700000220.900,-21.925,-32.267,-1480.244
nav,1700000221.000,-21.831,-32.179,-1480.148
nav,1700000221.100,-22.868,-31.961,-1480.016
nav,1700000221.200,-22.561,-31.901,-1479.555
nav,1700000221.300,-22.249,-31.724,-1480.053
nav,1700000221.400,-23.083,-32.522,-1480.233
nav,1700000221.500,-22.990,-32.393,-1479.892
nav,1700000221.600,-23.683,-32.830,-1479.533
nav,1700000221.700,-23.637,-32.419,-1480.493
nav,1700000221.800,-23.388,-31.313,-1480.151
nav,1700000221.900,-23.908,-31.464,-1480.858
nav,1700000222.000,-23.017,-30.778,-1481.309
nav,1700000222.100,-24.249,-32.359,-1480.091
nav,1700000222.200,-24.609,-31.594,-1480.018
nav,1700000222.300,-25.055,-32.086,-1479.707
nav,1700000222.400,-25.392,-32.823,-1478.970
nav,1700000222.500,-25.321,-32.069,-1480.168
nav,1700000222.600,-24.926,-31.114,-1479.682
nav,1700000222.700,-26.159,-32.692,-1480.173
nav,1700000222.800,-25.734,-32.861,-1479.566
nav,1700000222.900,-26.343,-31.253,-1479.068
nav,1700000223.000,-26.124,-31.781,-1480.596
nav,1700000223.100,-25.888,-32.249,-1480.526
nav,1700000223.200,-26.545,-32.233,-1480.147
nav,1700000223.300,-26.125,-32.393,-1479.118
nav,1700000223.400,-27.463,-31.192,-1480.496
nav,1700000223.500,-27.001,-32.245,-1480.161
nav,1700000223.600,-26.799,-31.250,-1479.395
nav,1700000223.700,-27.602,-31.908,-1480.383
nav,1700000223.800,-28.096,-32.573,-1480.212
nav,1700000223.900,-27.675,-32.956,-1480.017
nav,1700000224.000,-27.242,-31.439,-1480.288
nav,1700000224.100,-28.898,-31.770,-1481.155
nav,1700000224.200,-27.845,-32.107,-1479.081
nav,1700000224.300,-29.463,-31.541,-1480.048
nav,1700000224.400,-28.966,-32.685,-1479.700
nav,1700000224.500,-28.662,-31.107,-1479.495
nav,1700000224.600,-29.497,-32.502,-1480.683
nav,1700000224.700,-28.663,-32.389,-1479.259
nav,1700000224.800,-29.337,-31.835,-1480.153
nav,1700000224.900,-29.470,-32.008,-1480.185
nav,1700000225.000,-29.652,-32.072,-1480.399
nav,1700000225.100,-29.900,-32.032,-1479.755
nav,1700000225.200,-30.627,-32.605,-1479.132
nav,1700000225.300,-29.827,-31.558,-1480.193
nav,1700000225.400,-30.950,-31.309,-1480.176
nav,1700000225.500,-31.316,-31.064,-1480.023
nav,1700000225.600,-30.316,-32.699,-1479.739
nav,1700000225.700,-30.364,-31.985,-1480.130
nav,1700000225.800,-32.184,-31.459,-1480.382
nav,1700000225.900,-31.847,-32.617,-1479.218
nav,1700000226.000,-31.423,-32.016,-1480.572
nav,1700000226.100,-31.432,-32.183,-1480.547
nav,1700000226.200,-33.281,-32.323,-1480.720
nav,1700000226.300,-32.911,-31.628,-1480.179
nav,1700000226.400,-32.622,-32.362,-1479.958
nav,1700000226.500,-32.040,-32.174,-1479.797
nav,1700000226.600,-33.983,-31.240,-1480.226
nav,1700000226.700,-32.875,-32.062,-1479.680
nav,1700000226.800,-33.264,-32.226,-1479.438
nav,1700000226.900,-34.179,-31.611,-1480.177
nav,1700000227.000,-33.825,-32.231,-1479.955
nav,1700000227.100,-34.737,-31.876,-1479.956
nav,1700000227.200,-34.670,-32.028,-1479.909
nav,1700000227.300,-34.908,-32.064,-1480.477
nav,1700000227.400,-33.627,-31.470,-1479.835
nav,1700000227.500,-34.414,-32.990,-1481.248
nav,1700000227.600,-35.400,-32.689,-1480.085
nav,1700000227.700,-35.297,-31.540,-1480.533
nav,1700000227.800,-35.400,-31.993,-1479.788
nav,1700000227.900,-36.060,-31.308,-1480.010
nav,1700000228.000,-35.113,-32.395,-1479.584
nav,1700000228.100,-36.230,-32.164,-1479.636
nav,1700000228.200,-36.550,-33.331,-1481.481
nav,1700000228.300,-35.964,-31.385,-1479.003
nav,1700000228.400,-36.809,-32.646,-1480.153
nav,1700000228.500,-36.994,-32.504,-1479.115
nav,1700000228.600,-36.080,-31.761,-1479.942
nav,1700000228.700,-38.047,-31.227,-1479.894
nav,1700000228.800,-37.745,-31.759,-1480.222
nav,1700000228.900,-37.727,-32.721,-1479.381
nav,1700000229.000,-38.052,-31.421,-1480.022
nav,1700000229.100,-38.268,-32.606,-1479.537
nav,1700000229.200,-38.838,-32.243,-1479.912
nav,1700000229.300,-38.539,-32.853,-1480.024
nav,1700000229.400,-38.402,-32.189,-1480.017
nav,1700000229.500,-38.919,-32.063,-1480.415
nav,1700000229.600,-39.218,-31.503,-1480.421
nav,1700000229.700,-39.587,-32.691,-1479.420
nav,1700000229.800,-39.646,-32.425,-1479.840
nav,1700000229.900,-40.402,-32.517,-1480.612
nav,1700000230.000,-40.533,-31.321,-1480.243
nav,1700000230.100,-39.967,-32.418,-1479.492
nav,1700000230.200,-40.913,-31.980,-1479.840
nav,1700000230.300,-39.436,-31.685,-1480.158
nav,1700000230.400,-40.457,-30.931,-1480.671
nav,1700000230.500,-41.421,-32.118,-1480.059
nav,1700000230.600,-41.366,-32.652,-1479.143
nav,1700000230.700,-42.111,-32.100,-1479.317
nav,1700000230.800,-41.615,-32.490,-1480.509
nav,1700000230.900,-41.915,-32.379,-1479.726
nav,1700000231.000,-42.701,-31.593,-1479.765
nav,1700000231.100,-42.105,-31.279,-1480.036
nav,1700000231.200,-42.763,-32.274,-1479.907
nav,1700000231.300,-42.645,-32.415,-1480.816
nav,1700000231.400,-43.080,-31.820,-1479.730
nav,1700000231.500,-42.400,-31.022,-1479.412
nav,1700000231.600,-42.509,-31.617,-1478.930
nav,1700000231.700,-42.475,-31.524,-1479.426
nav,1700000231.800,-43.703,-32.021,-1479.941
nav,1700000231.900,-43.489,-32.360,-1479.861
nav,1700000232.000,-45.178,-31.138,-1479.869
nav,1700000232.100,-43.972,-31.271,-1479.602
nav,1700000232.200,-43.678,-32.621,-1478.546
nav,1700000232.300,-44.056,-31.895,-1479.025
nav,1700000232.400,-45.384,-32.144,-1479.008
nav,1700000232.500,-45.934,-31.720,-1479.457
nav,1700000232.600,-44.215,-32.791,-1478.911
nav,1700000232.700,-45.680,-32.224,-1480.319
nav,1700000232.800,-46.144,-31.798,-1480.257
nav,1700000232.900,-45.430,-32.331,-1480.299
nav,1700000233.000,-46.264,-31.832,-1479.824
nav,1700000233.100,-46.183,-31.652,-1479.136
nav,1700000233.200,-46.555,-32.522,-1479.631
nav,1700000233.300,-46.365,-32.730,-1480.106
nav,1700000233.400,-47.160,-32.104,-1480.033
nav,1700000233.500,-46.646,-32.803,-1480.434
nav,1700000233.600,-47.367,-32.088,-1480.363
nav,1700000233.700,-47.703,-32.201,-1479.824
nav,1700000233.800,-47.524,-32.331,-1478.880
nav,1700000233.900,-47.556,-32.404,-1479.563
nav,1700000234.000,-47.938,-31.393,-1479.902
nav,1700000234.100,-47.816,-31.979,-1478.847
nav,1700000234.200,-47.755,-31.902,-1479.715
nav,1700000234.300,-48.347,-32.090,-1478.734
nav,1700000234.400,-48.761,-32.203,-1479.795
nav,1700000234.500,-49.607,-31.722,-1479.966
nav,1700000234.600,-48.651,-32.646,-1479.483
nav,1700000234.700,-48.825,-33.076,-1478.528
nav,1700000234.800,-49.813,-31.929,-1479.242
nav,1700000234.900,-49.437,-31.863,-1479.019
